"","OTU","Sample","Abundance","group","loc","site","year","season","season2","state","depth","water","TOM","Bio","hCOM","lCOM","NO3","NO2","NH4","P","pH","Salinity","mcrA_DW","mean_temp","sd_temp","mean_hum","sd_hum","mean_precip","sd_precip","Drought_Status","Drought_Prop","season3","Month","Mean_GW","SD_GW","aerobic_ammonia_oxidation","Nutrient_Date","Domain","Kingdom","Group","Phylum","Class","Order","Family","Genus","Species"
"54","Dada1987","X16S.19FebPW105",8185310.458,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"55","Dada1743","X16S.19FebPD305",7932837.719,"19FebPD3","PD","P",19,"February","19-Feb","D","05-10 cm",62.06,NA,NA,NA,NA,38.6,NA,8.64,3.08,6.32,NA,1470000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,3.43,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"56","Dada1334","X16S.18AugPW105",7929515.419,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"57","Dada2820","X16S.18DecPW105",7904718.457,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"58","Dada2820","X16S.19FebPW205",7350589.511,"19FebPW2","PW","P",19,"February","19-Feb","W","05-10 cm",74.72,NA,NA,NA,NA,0.84,NA,14.32,8.55,6.94,NA,56200000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.53,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"59","Dada1028","X16S.18JunPD105",7075341.475,"18JunPD1","PD","P",18,"June","18-Jun","D","05-10 cm",70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,3.39,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"60","Dada678","X16S.18DecCW205",6981720.641,"18DecCW2","CW","C",18,"December","18-Dec","W","05-10 cm",56.2,661.2661147,70.1906428,243.6490105,244.0760782,0.6,0.1,19,0.3,NA,NA,30700000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,-6.469885753,1.638344898,0.76,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosotaleales","Ca. Nitrosotalea family incertae sedis","Ca. Nitrosotalea",NA
"61","Dada1338","X16S.18JunPW205",6974522.293,"18JunPW2","PW","P",18,"June","18-Jun","W","05-10 cm",81.3,1051.13,84.34,504.74,462.05,2.35,0.75,33.77,16.56,6.97,0.36,36500000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",0.967,"Summer",6,-11.06094444,2.901433557,5.78,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"62","Dada1334","X16S.18OctPD205",6930700.531,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"63","Dada1334","X16S.18AprPW105",6824158.485,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"64","Dada1334","X16S.18AugCD305",6631190.484,"18AugCD3","CD","C",18,"August","18-Aug","D","05-10 cm",28.06896552,246.6767328,20.76173635,107.5964083,104.6910972,3.6,0,2.7,0.1,6.96,1.51,169000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0.37,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"65","Dada3546","X16S.18JunPD105",6460094.39,"18JunPD1","PD","P",18,"June","18-Jun","D","05-10 cm",70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,3.39,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"66","Dada1338","X16S.19FebPW105",6296392.66,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"67","Dada1028","X16S.18AprPD205",5982198.303,"18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"68","Dada1987","X16S.18JunPW305",5977641.09,"18JunPW3","PW","P",18,"June","18-Jun","W","05-10 cm",77.8,903.14,84.86,587.32,230.96,6.68,0.51,25.94,6.92,6.97,0.36,6100000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",0.967,"Summer",6,-11.06094444,2.901433557,4.15,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"69","Dada1987","X16S.18OctPW105",5799071.912,"18OctPW1","PW","P",18,"October","18-Oct","W","05-10 cm",81.00263852,1148.01,96.89,678.97,372.2,13.68,0.27,61.28,27.41,6.89,0.51,77200000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0.903,"Autumn",10,-15.95615591,5.782744408,3.97,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"70","Dada1028","X16S.19FebPD205",5769290.774,"19FebPD2","PD","P",19,"February","19-Feb","D","05-10 cm",64.83,NA,NA,NA,NA,54.82,NA,8.05,1.89,6.32,NA,2400000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,3.74,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"71","Dada2540","X16S.18AugPD105",5735470.557,"18AugPD1","PD","P",18,"August","18-Aug","D","05-10 cm",71.65384615,723.6720788,121.5518288,483.4089088,95.0616518,169.4,0.1,13.7,4.5,6.4,0.24,589000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,4.75,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosopumilales","Nitrosoarchaeum family incertae sedis","Ca. Nitrosoarchaeum","KT453561"
"72","Dada1028","X16S.18OctPD205",5653992.539,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"73","Dada80","X16S.18OctCD305",5543643.898,"18OctCD3","CD","C",18,"October","18-Oct","D","05-10 cm",26.40264026,316.77,15.97,218.23,82.56,0.41,0.07,6.86,0.29,7.07,0.61,361000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-69.97016465,3.881221266,0.61,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosotaleales","Ca. Nitrosotalea family incertae sedis","Ca. Nitrosotalea",NA
"74","Dada80","X16S.18AprCD205",5532436.736,"18AprCD2","CD","C",18,"April","18-Apr","D","05-10 cm",50,353.1850394,70.39370079,99.28346457,152.3976378,0.4,0,21.1,0.1,5.92,1.35,170000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-16.98940972,6.021313508,1.46,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosotaleales","Ca. Nitrosotalea family incertae sedis","Ca. Nitrosotalea",NA
"75","Dada5506","X16S.18AugPW305",5470185.843,"18AugPW3","PW","P",18,"August","18-Aug","W","05-10 cm",76.94144144,567.7431462,94.0177323,396.5340641,66.81892225,13,0.1,12,6.8,6.85,0.41,15500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.74,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"76","Dada3546","X16S.19FebPD205",5366782.115,"19FebPD2","PD","P",19,"February","19-Feb","D","05-10 cm",64.83,NA,NA,NA,NA,54.82,NA,8.05,1.89,6.32,NA,2400000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,3.74,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"77","Dada1028","X16S.18AugPD305",5346309.403,"18AugPD3","PD","P",18,"August","18-Aug","D","05-10 cm",61.40082645,1781.282286,150.4183526,377.887484,863.8520682,209.1,0.3,1.6,0.2,6.4,0.24,455000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,4.21,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"78","Dada1743","X16S.18AprPD205",5278410.267,"18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"79","Dada2820","X16S.19FebPW105",5151593.994,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"80","Dada643","X16S.18AugPD205",5151556.966,"18AugPD2","PD","P",18,"August","18-Aug","D","05-10 cm",62.83888889,1074.73437,69.2566131,368.5682902,613.2384655,119.6,0,6.1,1.2,6.4,0.24,882000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,3.58,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosotaleales","EU309863",NA,NA
"81","Dada3546","X16S.18OctPD205",5046036.352,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"82","Dada3546","X16S.19FebPD305",4958023.575,"19FebPD3","PD","P",19,"February","19-Feb","D","05-10 cm",62.06,NA,NA,NA,NA,38.6,NA,8.64,3.08,6.32,NA,1470000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,3.43,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"83","Dada1334","X16S.19FebCD205",4935066.718,"19FebCD2","CD","C",19,"February","19-Feb","D","05-10 cm",36.16,NA,NA,NA,NA,11.55,NA,52.22,0.52,5.4,NA,98600,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-31.9915067,2.957510874,1.42,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"84","Dada643","X16S.18AprPD205",4926516.249,"18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosotaleales","EU309863",NA,NA
"85","Dada1334","X16S.18OctPW205",4743833.017,"18OctPW2","PW","P",18,"October","18-Oct","W","05-10 cm",79.56656347,3038.3,206.29,440.57,2391.44,0.22,0.22,49.43,13.87,6.89,0.51,1.59e+08,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0.903,"Autumn",10,-15.95615591,5.782744408,4.54,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"86","Dada1334","X16S.18OctPD305",4678535.652,"18OctPD3","PD","P",18,"October","18-Oct","D","05-10 cm",56.03644647,2405.56,110.9,953.85,1340.82,NA,0.24,42.86,4.09,6.3,0.23,760000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,2.97,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"87","Dada1743","X16S.18AugPD205",4636401.269,"18AugPD2","PD","P",18,"August","18-Aug","D","05-10 cm",62.83888889,1074.73437,69.2566131,368.5682902,613.2384655,119.6,0,6.1,1.2,6.4,0.24,882000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,3.58,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"88","Dada2654","X16S.18AugPW305",4504858.93,"18AugPW3","PW","P",18,"August","18-Aug","W","05-10 cm",76.94144144,567.7431462,94.0177323,396.5340641,66.81892225,13,0.1,12,6.8,6.85,0.41,15500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.74,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"89","Dada1338","X16S.18DecPW105",4256386.861,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"90","Dada55","X16S.18OctPD205",3890919.597,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosotaleales","Ca. Nitrosotalea family incertae sedis","Ca. Nitrosotalea",NA
"91","Dada1334","X16S.19FebPW105",3548875.863,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"92","Dada1334","X16S.19FebPW205",3522157.474,"19FebPW2","PW","P",19,"February","19-Feb","W","05-10 cm",74.72,NA,NA,NA,NA,0.84,NA,14.32,8.55,6.94,NA,56200000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.53,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"93","Dada1334","X16S.19FebCD305",3493345.214,"19FebCD3","CD","C",19,"February","19-Feb","D","05-10 cm",31.05,NA,NA,NA,NA,0.85,NA,5.88,0.46,5.4,NA,80200,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-31.9915067,2.957510874,1.27,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"94","Dada55","X16S.19FebCD305",3493345.214,"19FebCD3","CD","C",19,"February","19-Feb","D","05-10 cm",31.05,NA,NA,NA,NA,0.85,NA,5.88,0.46,5.4,NA,80200,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-31.9915067,2.957510874,1.27,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosotaleales","Ca. Nitrosotalea family incertae sedis","Ca. Nitrosotalea",NA
"95","Dada1743","X16S.18OctPD205",3465350.266,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"96","Dada7572","X16S.18JunPW305",3415794.909,"18JunPW3","PW","P",18,"June","18-Jun","W","05-10 cm",77.8,903.14,84.86,587.32,230.96,6.68,0.51,25.94,6.92,6.97,0.36,6100000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",0.967,"Summer",6,-11.06094444,2.901433557,4.15,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"97","Dada3546","X16S.18JunPD205",3326726.086,"18JunPD2","PD","P",18,"June","18-Jun","D","05-10 cm",69.7,1156.57,85.67,624.15,446.76,43.15,0.17,23.43,1.97,6.49,0.23,175000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,2.99,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"98","Dada1028","X16S.18JunPD205",3104944.347,"18JunPD2","PD","P",18,"June","18-Jun","D","05-10 cm",69.7,1156.57,85.67,624.15,446.76,43.15,0.17,23.43,1.97,6.49,0.23,175000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,2.99,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"99","Dada2540","X16S.18JunPD105",3076235.424,"18JunPD1","PD","P",18,"June","18-Jun","D","05-10 cm",70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,3.39,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Ca. Nitrosopumilales","Nitrosoarchaeum family incertae sedis","Ca. Nitrosoarchaeum","KT453561"
"100","Dada1334","X16S.18DecCD305",3062531.053,"18DecCD3","CD","C",18,"December","18-Dec","D","05-10 cm",26.9,412.2626545,30.62527237,180.0570274,133.3320779,1.4,0,12.3,0.4,NA,NA,779000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0.194,"Winter",12,-38.4228629,7.643273536,0.36,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"101","Dada1743","X16S.18AprPD305",3052394.319,"18AprPD3","PD","P",18,"April","18-Apr","D","05-10 cm",70.7,794.1834756,204.7464664,420.0790714,100.7102765,6.5,0.1,16.4,0.8,6.04,0.1,466000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,3.04,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"102","Dada1334","X16S.18OctCD205",2940088.757,"18OctCD2","CD","C",18,"October","18-Oct","D","05-10 cm",27.98913043,429.03,20.12,100.34,308.56,0.07,0.07,6.15,0.35,7.07,0.61,1290000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-69.97016465,3.881221266,0.46,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"103","Dada6987","X16S.18OctPW105",2899535.956,"18OctPW1","PW","P",18,"October","18-Oct","W","05-10 cm",81.00263852,1148.01,96.89,678.97,372.2,13.68,0.27,61.28,27.41,6.89,0.51,77200000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0.903,"Autumn",10,-15.95615591,5.782744408,3.97,"March","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"104","Dada3546","X16S.18AprPD205",2815152.142,"18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"105","Dada1334","X16S.18DecPW105",2675443.17,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"106","Dada6987","X16S.18AugPW105",2565431.459,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"107","Dada6987","X16S.18AprPW105",2527466.106,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"108","Dada1334","X16S.18AprPW205",2457744.754,"18AprPW2","PW","P",18,"April","18-Apr","W","05-10 cm",78.4,841.3329951,92.52824637,330.979275,307.1648106,4.2,0.1,13.4,4.8,6.56,0.54,18700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.71,"Original","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"109","Dada6987","X16S.19FebPW205",2450196.504,"19FebPW2","PW","P",19,"February","19-Feb","W","05-10 cm",74.72,NA,NA,NA,NA,0.84,NA,14.32,8.55,6.94,NA,56200000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.53,"April","Archaea","Archaea (superkingdom)","TACK","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
